,action_type,combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_name,matchup,opponent,year
18527,Jump Shot,Jump Shot,-148,62,7,2,0,2015-16,32,16,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DET,DET,2015
18528,Jump Shot,Jump Shot,-176,183,10,3,0,2015-16,6,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DET,DET,2015
18529,Jump Shot,Jump Shot,186,41,8,3,0,2015-16,35,19,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DET,DET,2015
18530,Jump Shot,Jump Shot,230,70,7,3,0,2015-16,36,24,Hit,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL @ DET,DET,2015
18531,Fadeaway Jump Shot,Jump Shot,140,67,6,3,0,2015-16,54,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DET,DET,2015
18532,Jump Shot,Jump Shot,-160,213,6,3,0,2015-16,15,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DET,DET,2015
18533,Jump Shot,Jump Shot,168,7,3,3,0,2015-16,31,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DET,DET,2015
18534,Jump Shot,Jump Shot,184,101,2,3,0,2015-16,5,20,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DET,DET,2015
18535,Jump Shot,Jump Shot,-143,16,9,1,0,2015-16,18,14,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18536,Jump Shot,Jump Shot,109,-21,7,1,0,2015-16,5,11,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18537,Turnaround Fadeaway shot,Jump Shot,-29,159,5,1,0,2015-16,15,16,Miss,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18538,Step Back Jump shot,Jump Shot,-174,11,8,2,0,2015-16,15,17,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18539,Driving Layup Shot,Layup,25,7,1,2,0,2015-16,41,2,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18540,Running Pull-Up Jump Shot,Jump Shot,151,208,11,3,0,2015-16,22,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18541,Turnaround Fadeaway shot,Jump Shot,6,105,8,3,0,2015-16,29,10,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18542,Pullup Jump shot,Jump Shot,-187,110,7,3,0,2015-16,52,21,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18543,Running Finger Roll Layup Shot,Layup,2,11,7,3,0,2015-16,38,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18544,Pullup Jump shot,Jump Shot,-138,124,6,4,0,2015-16,16,18,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18545,Pullup Jump shot,Jump Shot,1,183,4,4,0,2015-16,56,18,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18546,Jump Shot,Jump Shot,-200,202,3,4,0,2015-16,43,28,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18547,Pullup Jump shot,Jump Shot,-183,7,3,4,0,2015-16,12,18,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ TOR,TOR,2015
18548,Pullup Jump shot,Jump Shot,-12,180,10,1,0,2015-16,5,18,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18549,Jump Shot,Jump Shot,182,159,7,1,0,2015-16,52,24,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18550,Pullup Jump shot,Jump Shot,-106,115,6,1,0,2015-16,28,15,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18551,Jump Shot,Jump Shot,-183,183,3,1,0,2015-16,51,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18552,Jump Shot,Jump Shot,161,41,9,2,0,2015-16,31,16,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18553,Jump Shot,Jump Shot,141,134,9,2,0,2015-16,4,19,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18554,Pullup Jump shot,Jump Shot,-124,156,8,2,0,2015-16,21,19,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18555,Fadeaway Jump Shot,Jump Shot,141,3,4,2,0,2015-16,15,14,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18556,Step Back Jump shot,Jump Shot,-32,170,2,2,0,2015-16,43,17,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18557,Turnaround Jump Shot,Jump Shot,-63,38,11,3,0,2015-16,42,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18558,Pullup Jump shot,Jump Shot,76,149,6,3,0,2015-16,29,16,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18559,Turnaround Jump Shot,Jump Shot,50,56,4,3,0,2015-16,4,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ MIN,MIN,2015
18560,Jump Shot,Jump Shot,168,134,9,1,0,2015-16,30,21,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18561,Jump Shot,Jump Shot,-230,61,6,1,0,2015-16,23,23,Hit,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18562,Turnaround Jump Shot,Jump Shot,104,134,5,1,0,2015-16,52,16,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18563,Pullup Jump shot,Jump Shot,177,-11,3,1,0,2015-16,35,17,Hit,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18564,Jump Shot,Jump Shot,207,156,3,1,0,2015-16,0,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18565,Jump Shot,Jump Shot,-241,21,8,2,0,2015-16,24,24,Miss,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18566,Pullup Jump shot,Jump Shot,97,156,4,2,0,2015-16,22,18,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18567,Jump Shot,Jump Shot,158,183,11,3,0,2015-16,36,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18568,Pullup Jump shot,Jump Shot,-2,214,9,4,0,2015-16,45,21,Hit,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18569,Turnaround Fadeaway shot,Jump Shot,-114,115,8,4,0,2015-16,37,16,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18570,Jump Shot,Jump Shot,-1,77,6,4,0,2015-16,5,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ SAS,SAS,2015
18571,Pullup Jump shot,Jump Shot,-120,223,5,1,0,2015-16,4,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18572,Jump Shot,Jump Shot,-61,237,4,1,0,2015-16,5,24,Hit,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18573,Turnaround Jump Shot,Jump Shot,-48,100,3,1,0,2015-16,51,11,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18574,Jump Shot,Jump Shot,173,224,6,2,0,2015-16,8,28,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18575,Jump Shot,Jump Shot,164,174,6,2,0,2015-16,0,23,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18576,Pullup Jump shot,Jump Shot,123,149,5,2,0,2015-16,45,19,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18577,Pullup Jump shot,Jump Shot,195,151,4,2,0,2015-16,50,24,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18578,Jump Shot,Jump Shot,200,139,2,2,0,2015-16,42,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18579,Pullup Jump shot,Jump Shot,71,67,9,3,0,2015-16,39,9,Hit,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18580,Turnaround Fadeaway shot,Jump Shot,-63,110,6,3,0,2015-16,21,12,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18581,Jump Shot,Jump Shot,-241,-11,5,3,0,2015-16,40,24,Miss,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18582,Jump Shot,Jump Shot,-233,100,4,3,0,2015-16,32,25,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18583,Fadeaway Jump Shot,Jump Shot,-78,121,3,3,0,2015-16,54,14,Hit,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18584,Pullup Jump shot,Jump Shot,32,237,1,3,0,2015-16,24,23,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18585,Jump Shot,Jump Shot,-158,154,1,3,0,2015-16,1,22,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18586,Jump Shot,Jump Shot,64,174,0,3,0,2015-16,6,18,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ HOU,HOU,2015
18587,Jump Shot,Jump Shot,-156,180,10,1,0,2015-16,1,23,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18588,Jump Shot,Jump Shot,135,159,8,1,0,2015-16,36,20,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18589,Jump Shot,Jump Shot,199,146,3,1,0,2015-16,45,24,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18590,Jump Shot,Jump Shot,171,205,2,1,0,2015-16,9,26,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18591,Jump Shot,Jump Shot,-88,200,2,2,0,2015-16,2,21,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18592,Jump Shot,Jump Shot,207,154,1,2,0,2015-16,51,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18593,Fadeaway Jump Shot,Jump Shot,155,62,0,2,0,2015-16,0,16,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18594,Jump Shot,Jump Shot,107,134,11,3,0,2015-16,10,17,Miss,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18595,Cutting Layup Shot,Layup,6,2,9,3,0,2015-16,29,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18596,Fadeaway Jump Shot,Jump Shot,-125,124,8,3,0,2015-16,47,17,Hit,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18597,Jump Shot,Jump Shot,-181,188,5,3,0,2015-16,40,26,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18598,Jump Shot,Jump Shot,-240,52,3,3,0,2015-16,59,24,Miss,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. MIL,MIL,2015
18599,Jump Shot,Jump Shot,187,-16,4,1,0,2015-16,30,18,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18600,Fadeaway Jump Shot,Jump Shot,-30,82,11,2,0,2015-16,4,8,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18601,Jump Shot,Jump Shot,-181,188,10,2,0,2015-16,10,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18602,Layup Shot,Layup,9,7,8,2,0,2015-16,53,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18603,Jump Shot,Jump Shot,128,237,8,2,0,2015-16,10,26,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18604,Jump Shot,Jump Shot,-99,259,6,2,0,2015-16,41,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18605,Jump Shot,Jump Shot,-191,195,3,2,0,2015-16,32,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18606,Turnaround Jump Shot,Jump Shot,56,100,2,2,0,2015-16,11,11,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18607,Driving Layup Shot,Layup,-1,16,10,3,0,2015-16,49,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18608,Driving Dunk Shot,Dunk,0,1,9,3,0,2015-16,25,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18609,Pullup Jump shot,Jump Shot,51,8,8,3,0,2015-16,49,5,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18610,Jump Shot,Jump Shot,132,175,5,3,0,2015-16,40,21,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18611,Driving Layup Shot,Layup,9,13,5,3,0,2015-16,11,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18612,Jump Shot,Jump Shot,-169,213,5,4,0,2015-16,5,27,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18613,Jump Shot,Jump Shot,51,252,4,4,0,2015-16,29,25,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. HOU,HOU,2015
18614,Jump Shot,Jump Shot,6,134,10,1,0,2015-16,44,13,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18615,Jump Shot,Jump Shot,-181,208,6,1,0,2015-16,33,27,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18616,Jump Shot,Jump Shot,158,188,5,1,0,2015-16,26,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18617,Turnaround Jump Shot,Jump Shot,46,41,5,1,0,2015-16,9,6,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18618,Jump Shot,Jump Shot,-124,214,4,1,0,2015-16,16,24,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18619,Jump Shot,Jump Shot,-94,18,3,1,0,2015-16,5,9,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18620,Turnaround Jump Shot,Jump Shot,145,47,2,1,0,2015-16,42,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18621,Turnaround Jump Shot,Jump Shot,-20,120,2,1,0,2015-16,5,12,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18622,Jump Shot,Jump Shot,161,178,1,1,0,2015-16,12,24,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18623,Jump Shot,Jump Shot,-215,164,0,1,0,2015-16,8,27,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18624,Jump Shot,Jump Shot,-217,129,10,3,0,2015-16,54,25,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18625,Jump Shot,Jump Shot,-29,46,5,3,0,2015-16,6,5,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18626,Jump Shot,Jump Shot,156,0,4,3,0,2015-16,26,15,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18627,Jump Shot,Jump Shot,230,-6,6,4,0,2015-16,53,23,Miss,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18628,Jump Shot,Jump Shot,-184,-6,6,4,0,2015-16,13,18,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18629,Jump Shot,Jump Shot,-12,259,5,4,0,2015-16,27,25,Miss,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18630,Jump Shot,Jump Shot,-214,56,4,4,0,2015-16,25,22,Hit,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18631,Turnaround Jump Shot,Jump Shot,-178,11,3,4,0,2015-16,16,17,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18632,Turnaround Jump Shot,Jump Shot,166,65,2,4,0,2015-16,18,17,Miss,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18633,Jump Shot,Jump Shot,-202,237,0,4,0,2015-16,51,31,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18634,Turnaround Jump Shot,Jump Shot,-32,154,0,4,0,2015-16,32,15,Hit,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL @ DEN,DEN,2015
18635,Jump Shot,Jump Shot,166,218,10,1,0,2015-16,13,27,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18636,Pullup Jump shot,Jump Shot,132,2,8,1,0,2015-16,34,13,Hit,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18637,Jump Shot,Jump Shot,46,87,7,1,0,2015-16,37,9,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18638,Jump Shot,Jump Shot,-137,223,5,1,0,2015-16,48,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18639,Jump Shot,Jump Shot,4,75,5,1,0,2015-16,40,7,Miss,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18640,Jump Shot,Jump Shot,205,154,5,1,0,2015-16,7,25,Miss,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18641,Running Dunk Shot,Dunk,0,1,2,1,0,2015-16,44,0,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18642,Jump Shot,Jump Shot,-147,46,9,2,0,2015-16,8,15,Hit,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18643,Jump Shot,Jump Shot,197,141,7,2,0,2015-16,56,24,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18644,Layup Shot,Layup,-16,2,7,2,0,2015-16,36,1,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18645,Jump Shot,Jump Shot,187,170,5,2,0,2015-16,40,25,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18646,Pullup Jump shot,Jump Shot,48,0,4,2,0,2015-16,5,4,Hit,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18647,Jump Shot,Jump Shot,79,95,3,2,0,2015-16,22,12,Miss,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18648,Jump Shot,Jump Shot,-130,111,11,3,0,2015-16,17,17,Miss,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18649,Jump Shot,Jump Shot,35,11,9,3,0,2015-16,8,3,Miss,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18650,Reverse Layup Shot,Layup,-16,11,6,3,0,2015-16,21,1,Hit,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18651,Jump Shot,Jump Shot,-169,16,5,3,0,2015-16,47,16,Miss,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18652,Jump Shot,Jump Shot,-142,213,4,3,0,2015-16,58,25,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. OKC,OKC,2015
18653,Turnaround Fadeaway shot,Jump Shot,-79,120,11,1,0,2015-16,39,14,Miss,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18654,Jump Shot,Jump Shot,-122,38,7,1,0,2015-16,9,12,Miss,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18655,Jump Shot,Jump Shot,228,87,4,1,0,2015-16,7,24,Miss,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18656,Fadeaway Jump Shot,Jump Shot,96,144,6,2,0,2015-16,54,17,Hit,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18657,Jump Shot,Jump Shot,204,139,4,2,0,2015-16,43,24,Hit,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18658,Jump Shot,Jump Shot,-30,254,4,2,0,2015-16,14,25,Hit,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18659,Jump Shot,Jump Shot,-135,228,3,2,0,2015-16,45,26,Miss,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18660,Turnaround Fadeaway shot,Jump Shot,89,2,0,2,0,2015-16,36,8,Miss,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
18661,Jump Shot,Jump Shot,-160,208,11,3,0,2015-16,32,26,Hit,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,Los Angeles Lakers,LAL vs. LAC,LAC,2015
